投资方所在城市,融资方所在城市
惠州,深圳
乌鲁木齐,昌吉回族自治州
乌鲁木齐,深圳
福州,泉州
上海,菏泽
上海,滁州
上海,日照
上海,岳阳
上海,马鞍山
上海,重庆
上海,长春
上海,扬州
上海,宿迁
上海,宜春
上海,吉安
上海,厦门
上海,天津
郑州,南阳
长春,松原
宿迁,泰安
萍乡,深圳
南昌,北京
南昌,吉安
新余,苏州
成都,绵阳
苏州,常州
苏州,深圳
天津,上海
无锡,上海
无锡,盐城
南京,扬州
南京,镇江
南京,常州
南京,淮安
大连,南京
大连,沈阳
湖州,金华
南宁,贵港
青岛,泰安
青岛,淄博
济南,聊城
济南,青岛
成都,凉山彝族自治州
北京,济南
北京,成都
合肥,青岛
宁波,杭州
杭州,金华
上海,宿州
上海,北京
上海,南通
上海,常州
南京,伊犁哈萨克自治州
长沙,益阳
深圳,凉山彝族自治州
深圳,南昌
武汉,随州
成都,凉山彝族自治州
北京,菏泽
北京,海西蒙古族藏族自治州
北京,淮南
北京,绥化
北京,阳泉
北京,三门峡
北京,台州
北京,宁德
北京,郑州
北京,濮阳
北京,宜春
北京,营口
北京,济南
北京,潍坊
上海,德州
上海,宁波
上海,南平
上海,平顶山
杭州,嘉兴
邯郸,石家庄
上海,武汉
上海,宁波
上海,青岛
上海,深圳
珠海,北京
昆明,西双版纳傣族自治州
拉萨,成都
成都,乐山
成都,重庆
北京,张家口
北京,宁波
苏州,上海
深圳,成都
北海,烟台
济南,菏泽
昆明,德宏傣族景颇族自治州
昆明,西双版纳傣族自治州
保山,昆明
太原,阳泉
太原,晋中
太原,晋城
上海,威海
上海,拉萨
上海,长春
上海,宿迁
上海,南昌
上海,淮安
上海,淄博
郑州,平顶山
郑州,三门峡
兰州,西安
南通,上海
苏州,杭州
无锡,苏州
南京,宁波
南京,杭州
南京,合肥
西安,延安
南宁,崇左
南宁,钦州
南宁,防城港
南宁,桂林
南宁,贵港
南宁,北京
青岛,淄博
青岛,济南
济南,临沂
济南,泰安
济南,淄博
济南,潍坊
济南,上海
唐山,北京
唐山,秦皇岛
舟山,杭州
嘉兴,武汉
嘉兴,杭州
宁波,舟山
宁波,嘉兴
宁波,西安
宁波,合肥
宁波,深圳
温州,杭州
杭州,无锡
杭州,南通
杭州,南京
哈尔滨,绥化
乌鲁木齐,和田地区
乌鲁木齐,博尔塔拉蒙古自治州
拉萨,深圳
成都,达州
北京,秦皇岛
北京,亳州
北京,临沂
北京,温州
北京,大庆
北京,莱芜
北京,西宁
北京,台州
北京,洛阳
北京,镇江
北京,鄂尔多斯
北京,葫芦岛
北京,酒泉
北京,盐城
北京,金华
北京,襄阳
北京,贵阳
北京,东营
长沙,常德
廊坊,北京
合肥,阜阳
合肥,铜陵
珠海,长沙
汕头,广州
佛山,深圳
广州,武汉
广州,成都
广州,伊犁哈萨克自治州
深圳,石家庄
深圳,贵阳
深圳,泉州
深圳,洛阳
深圳,九江
红河哈尼族彝族自治州,昆明
楚雄彝族自治州,昆明
台州,包头
长春,深圳
长春,大连
沈阳,北京
沈阳,上海
沈阳,营口
重庆,深圳
武汉,深圳
惠州,深圳
厦门,武汉
厦门,莆田
厦门,鞍山
德宏傣族景颇族自治州,昆明
南昌,北京
南昌,九江
新余,深圳
新余,杭州
三沙,宁波
海口,广州
湖州,深圳
天津,广州
天津,大连
长沙,岳阳
长沙,深圳
珠海,长沙
珠海,成都
重庆,武汉
重庆,深圳
深圳,昆明
深圳,拉萨
深圳,南宁
深圳,伊犁哈萨克自治州
汕头,广州
银川,北京
广州,长沙
广州,九江
广州,成都
金华,深圳
嘉兴,宁波
嘉兴,广州
宁波,武汉
杭州,长沙
杭州,温州
杭州,合肥
东莞,上海
乌鲁木齐,深圳
太原,北京
拉萨,芜湖
拉萨,广州
拉萨,丽江
福州,深圳
上海,太原
上海,长春
上海,镇江
上海,南通
上海,盐城
郑州,洛阳
喀什地区,北京
赣州,深圳
新余,长沙
新余,成都
新余,南京
新余,武汉
宜春,苏州
成都,广州
海口,上海
北京,哈尔滨
北京,乌鲁木齐
北京,洛阳
北京,盐城
北京,潍坊
苏州,常州
南京,深圳
大连,上海
沈阳,大连
厦门,深圳
武汉,南昌
天津,武汉
深圳,长沙
深圳,东莞
深圳,青岛
深圳,南通
深圳,苏州
嘉兴,成都
上海,广州
上海,西安
上海,南通
上海,常州
上海,重庆
北京,石家庄
北京,十堰
北京,哈尔滨
北京,广州
武汉,上海
杭州,绍兴
杭州,丽水
上海,长沙
上海,广州
上海,大同
上海,三亚
上海,常州
上海,厦门
上海,天津
合肥,淮南
合肥,安庆
芜湖,深圳
珠海,菏泽
珠海,武汉
珠海,南京
珠海,深圳
昆明,大理白族自治州
广州,清远
广州,成都
广州,北京
广州,沈阳
深圳,廊坊
深圳,厦门
深圳,赣州
深圳,南宁
孝感,武汉
嘉兴,武汉
嘉兴,宁波
嘉兴,盐城
湖州,杭州
杭州,衢州
杭州,绍兴
杭州,青岛
杭州,北京
咸宁,郑州
拉萨,武汉
拉萨,太原
福州,莆田
郑州,三门峡
海口,北京
北京,宿州
北京,威海
北京,包头
北京,大连
南通,青岛
苏州,上海
南京,苏州
厦门,漳州
南宁,北海
南宁,防城港
青岛,潍坊
济南,青岛
济南,淄博
长沙,常德
长沙,岳阳
石家庄,深圳
北京,合肥
北京,喀什地区
北京,毕节
北京,兰州
北京,安顺
北京,芜湖
合肥,深圳
昆明,拉萨
深圳,西安
深圳,无锡
深圳,福州
绍兴,深圳
绍兴,杭州
武汉,杭州
武汉,宜昌
宁波,北京
宁波,深圳
宁波,成都
惠州,深圳
拉萨,成都
拉萨,伊犁哈萨克自治州
上海,六安
上海,黄山
上海,马鞍山
上海,长春
上海,常州
上海,黔东南苗族侗族自治州
上海,青岛
长春,深圳
南昌,深圳
南昌,上海
新余,上海
九江,深圳
苏州,宁波
苏州,天津
南京,天津
厦门,镇江
沈阳,北京
湖州,杭州
西安,汉中
南宁,深圳
济南,德州
芜湖,合肥
天津,武汉
天津,伊犁哈萨克自治州
长沙,常德
廊坊,北京
深圳,杭州
深圳,南昌
深圳,天津
深圳,珠海
武汉,十堰
惠州,北京
保定,北京
厦门,上海
厦门,漳州
兰州,北京
新余,上海
新余,广州
北京,邢台
北京,沧州
北京,嘉兴
北京,宁波
北京,拉萨
北京,呼和浩特
北京,葫芦岛
北京,西安
苏州,常州
南京,成都
南京,无锡
大连,北京
上海,邯郸
上海,张家口
上海,乌鲁木齐
上海,厦门
上海,湖州
上海,济南
湖州,杭州
西安,苏州
中山,北京
昆明,怒江傈僳族自治州
昆明,新余
昆明,成都
昆明,临沧
玉溪,北京
太原,天津
太原,临汾
长治,太原
上海,衡阳
上海,张家界
上海,山南地区
上海,延边朝鲜族自治州
上海,抚州
上海,乌海
上海,鄂尔多斯
上海,萍乡
上海,黄石
上海,襄阳
上海,柳州
郑州,新乡
郑州,濮阳
郑州,焦作
郑州,周口
郑州,南阳
郑州,天津
洛阳,郑州
兰州,张掖
兰州,临夏回族自治州
南通,杭州
苏州,舟山
苏州,武汉
苏州,宿迁
苏州,南宁
苏州,淮安
苏州,昆明
苏州,沈阳
常州,武汉
常州,成都
常州,苏州
常州,伊犁哈萨克自治州
徐州,宿迁
无锡,泰州
无锡,成都
无锡,南通
无锡,徐州
南京,武汉
南京,新余
南京,成都
盐城,南京
淮安,上海
渭南,西安
西安,武汉
西安,汉中
西安,苏州
西安,无锡
娄底,长沙
南宁,新余
南宁,北海
桂林,深圳
青岛,临沂
青岛,郑州
青岛,贵阳
青岛,泰安
青岛,常州
济南,日照
济南,东营
济南,南京
保定,温州
石家庄,荆州
石家庄,福州
石家庄,大连
石家庄,沈阳
石家庄,延边朝鲜族自治州
石家庄,聊城
亳州,合肥
池州,合肥
六安,合肥
黄山,北京
黄山,上海
滁州,绍兴
舟山,宁波
金华,嘉兴
嘉兴,绍兴
嘉兴,西安
嘉兴,赣州
湖州,福州
宁波,绍兴
宁波,台州
宁波,福州
宁波,九江
宁波,无锡
宁波,济南
温州,苏州
温州,深圳
杭州,张家界
杭州,黄山
杭州,芜湖
杭州,上饶
杭州,镇江
杭州,贵阳
杭州,重庆
哈尔滨,宁波
哈尔滨,上海
乌鲁木齐,嘉兴
乌鲁木齐,宁波
乌鲁木齐,杭州
拉萨,山南地区
拉萨,郑州
拉萨,洛阳
拉萨,西安
拉萨,西宁
拉萨,金华
拉萨,贵阳
拉萨,无锡
拉萨,伊犁哈萨克自治州
拉萨,济宁
拉萨,马鞍山
喀什地区,北京
喀什地区,乌鲁木齐
潍坊,杭州
包头,深圳
呼和浩特,鄂尔多斯
呼和浩特,青岛
呼和浩特,北京
鄂尔多斯,呼和浩特
鄂尔多斯,嘉兴
成都,珠海
绵阳,北京
银川,石嘴山
长沙,宁波
长沙,南宁
长沙,海口
长沙,天津
长沙,南京
长沙,珠海
长沙,昆明
临沂,青岛
北京,宣城
北京,淮南
北京,鹤壁
北京,莱芜
北京,六盘水
北京,荆州
北京,丽江
北京,丽水
北京,乌兰察布
北京,吉安
北京,攀枝花
北京,黔南布依族苗族自治州
北京,营口
北京,抚顺
北京,永州
北京,钦州
廊坊,深圳
合肥,铜陵
蚌埠,上海
蚌埠,合肥
芜湖,宣城
芜湖,银川
芜湖,拉萨
珠海,茂名
珠海,苏州
汕头,宁波
江门,珠海
江门,深圳
广州,茂名
广州,汕头
广州,哈尔滨
广州,汕尾
广州,萍乡
广州,无锡
广州,厦门
深圳,株洲
深圳,承德
深圳,宣城
深圳,德阳
深圳,西宁
深圳,开封
深圳,安阳
深圳,赤峰
深圳,吉林
深圳,泰州
深圳,宿迁
深圳,揭阳
深圳,宜昌
深圳,永州
深圳,怀化
深圳,娄底
深圳,济宁
深圳,安顺
深圳,枣庄
丽水,北京
台州,上海
吉林,长春
吉林,嘉兴
鞍山,拉萨
鞍山,沈阳
大连,咸宁
大连,营口
沈阳,盘锦
锦州,沈阳
抚顺,北京
贵阳,安顺
重庆,长沙
重庆,合肥
重庆,青岛
重庆,海口
重庆,贵阳
重庆,拉萨
重庆,乌鲁木齐
临汾,宁波
武汉,十堰
武汉,伊犁哈萨克自治州
武汉,乌鲁木齐
武汉,重庆
东莞,合肥
东莞,青岛
河源,深圳
西宁,海西蒙古族藏族自治州
漯河,上海
福州,武汉
厦门,珠海
厦门,三明
泉州,北京
泉州,三明
泉州,上海
漳州,深圳
泰州,北京
泰州,无锡
宿迁,上海
赣州,深圳
鹰潭,武汉
新余,杭州
新余,苏州
宜春,广州
宜春,嘉兴
海口,宁波
揭阳,广州
伊犁哈萨克自治州,常州
伊犁哈萨克自治州,成都
伊犁哈萨克自治州,烟台
伊犁哈萨克自治州,苏州
伊犁哈萨克自治州,昆明
天津,唐山
天津,舟山
天津,哈尔滨
天津,南京
天津,沈阳
天津,烟台
天津,长沙
天津,银川
北京,成都
深圳,西安
深圳,珠海
深圳,广州
广州,深圳
北京,保定
北京,郑州
深圳,东莞
长沙,常德
杭州,舟山
杭州,无锡
北京,郑州
北京,青岛
北京,福州
北京,昆明
北京,沈阳
上海,金华
上海,扬州
上海,烟台
上海,重庆
上海,湖州
石家庄,北京
上海,苏州
合肥,北京
北京,南京
北京,上海
北京,重庆
深圳,东莞
大连,北京
长沙,北京
上海,成都
上海,苏州
上海,南京
上海,广州
广州,江门
广州,深圳
广州,金华
深圳,金华
深圳,宁波
深圳,成都
深圳,南通
深圳,天津
重庆,北京
嘉兴,北京
东莞,深圳
新余,北京
宜春,福州
北京,昆明
北京,广州
北京,拉萨
北京,厦门
北京,赣州
北京,青岛
沈阳,营口
湖州,杭州
西安,北京
青岛,北京
济南,伊犁哈萨克自治州
上海,嘉兴
上海,宁波
上海,杭州
郑州,平顶山
北京,上海
北京,成都
武汉,黄冈
杭州,深圳
上海,深圳
南宁,贵港
佛山,郑州
南昌,赣州
北京,深圳
北京,沈阳
成都,湘西土家族苗族自治州
北京,郑州
北京,武汉
北京,天津
北京,南京
北京,南昌
北京,枣庄
上海,深圳
北京,长沙
北京,杭州
北京,贵阳
北京,苏州
北京,天津
青岛,烟台
北京,青岛
北京,伊犁哈萨克自治州
南京,滁州
南京,绍兴
南京,金华
南京,宣城
南京,镇江
南京,南阳
南京,济南
南京,南通
北京,南昌
北京,济南
南京,石家庄
南京,衢州
南京,金华
南京,成都
南京,泰安
南京,福州
广州,北京
北京,天津
北京,伊犁哈萨克自治州
深圳,北京
金华,南京
金华,宁波
金华,杭州
拉萨,北京
北京,嘉兴
北京,成都
北京,沈阳
上海,杭州
上海,天津
青岛,烟台
天津,上海
天津,宁波
上海,天津
深圳,广州
重庆,北京
东莞,深圳
哈尔滨,北京
成都,重庆
成都,德阳
北京,张家口
北京,石家庄
北京,唐山
北京,佛山
北京,广州
北京,武汉
北京,杭州
北京,台州
北京,盘锦
北京,宜春
北京,乌鲁木齐
北京,延边朝鲜族自治州
北京,潍坊
北京,重庆
南京,台州
天津,上海
